retweeter,retweeted,retweet_time,retweeter_age,retweeted_age
rhtkth,dustin,5751,45885,55170
GuruLidar,HawleyMO,1198,80178,59960
DianaFloss1,morningmika,26358,60645,51606
Adam_OClay,judusumu,1111,70028,60867
Beverly21811568,ShannonFreshour,7388,15610,61013
kimmwaters4,JennaEllisEsq,26119,15026,42512
Mojobluesdog,morningmika,26667,13446,51301
Demiss2Betty,nigigebi,26428,48702,66891
Virginia5734,davidmweissman,28143,13394,86063
APACHEMAGA,MarkDice,619,67373,82809
wiseguy702,HawleyMO,1204,61256,59960
MJinOR,morningmika,85173,20860,79198
mylesxfrancis,MikeFit123,7628,22964,81203
snikrap7,HawleyMO,1205,59679,59960
terracotta05,Patriot_Girl_TX,6884,55191,57414
SheilaSully55,morningmika,26672,81044,51301
BunneryBakery,HawleyMO,1207,13426,59960
Winchester67K,mishacollins,3344,83928,52667
_iAmJack__,HawleyMO,1208,7530,59960
ernestvjr,morningmika,25931,80849,52045
BrandonLeeJones,HawleyMO,1210,12598,59960
JamesCo14174624,michaeljknowles,247,4309,59587
Beverly21811568,LoveMyCymba,16945,15621,68225
Dnice12449187,morningmika,26371,60476,51606
FureyRobert,ScottPresler,6047,61889,47375
deepblueblooded,acnewsitics,19484,46846,68650
ByrdEileen,NotHoodlum,3915,71758,53349
KathyGaul,HawleyMO,1213,24128,59960
polygirl32,RWTrollPatrol,18935,57200,71076
lac_kipawa,ShannonFreshour,7403,44800,61013
rentonMagaUK,xokendaldee,5321,63410,75360
ddwiese,Junkyard_D,16297,13194,79215
mattmufc4,HawleyMO,1216,22033,59960
Emeraldlily1605,EricTrump,27493,85738,53571
LRrenn,lucindalowe,60366,74172,5362
Tania69882357,TalbertSwan,20659,60847,67399
ByrdEileen,guelphgirlchris,3527,71764,71557
Antiprop2017,morningmika,26378,53483,51606
missneff1968,HawleyMO,1218,70251,59960
JustDel_,davidmweissman,28158,68505,86063
meeksbarbara2,donwinslow,3957,82836,58133
Beverly21811568,PaulDeConinck2,16103,15629,75458
deepblueblooded,RilesTheDog,19312,46853,53167
DebHiers1,kirstiealley,20,60131,72737
IWV,HawleyMO,1221,6369,59960
RobynWi62506796,HawleyMO,1221,2717,59960
lgcomin,TheSheilaG2020,17006,74651,68397
Beverly21811568,RodneyCaston,13565,15633,50170
paulagent,HawleyMO,1223,41362,59960
BrianPHillbilly,Lawrenc19587700,3087,29324,13827
SwampMadness,TheSheilaG2020,17008,76160,68397
Vinceallison63,DonaldJTrumpJr,30533,26900,51975
Slaint5,kramerreport,17,154,4106
StargazerTammy7,HawleyMO,1225,74622,59960
Suntzu_11,HawleyMO,1225,75780,59960
ifreedomfighter,kirstiealley,26,60949,72737
maryjean300,morningmika,26692,5532,51301
daGAHBAGEman,kirstiealley,28,58904,72737
BrianJPerren,HawleyMO,1229,82497,59960
jennifernbrown,morningmika,26694,79666,51301
JJMcC31,Queendode,22897,60613,68167
shinaclasssick,Jhybo,9043,81780,29690
debluv_78,morningmika,26696,60956,51301
TempK5,John_F_Kennnedy,79101,20555,4334
KerryG1016,HawleyMO,1232,84460,59960
LittleWhtBlouse,kb2u04,18644,28288,80506
2HarryBawlz,HawleyMO,1232,6982,59960
angrygrandma61,morningmika,26698,76516,51301
BlossJoseph,morningmika,26394,12242,51606
PaulStout10,HawleyMO,1234,70125,59960
UCastellotti,HawleyMO,1234,26741,59960
PillLlc,Liz_Wheeler,65547,1940,22683
APACHEMAGA,larrykelly64,435,67404,72308
AIOISOIA,HawleyMO,1235,3699,59960
Badge111Ret,ScottPresler,6070,27198,47375
DiChristine,AndrewYang,31242,63149,50528
hummingbird65M,Inevitable_ET,9799,76004,15584
jfoard,HawleyMO,1238,5779,59960
Trump20204more,becca079,7216,7130,69573
pwhitt43,HawleyMO,1238,29689,59960
sarahbraasch1,sarahbraasch1,4562,50302,45740
AgnesOctober,HawleyMO,1239,10009,59960
debjonmc,DonaldJTrumpJr,30548,80870,51975
Blur15357148,morningmika,26704,51556,51301
bquicker,kirstiealley,39,362,72737
deepblueblooded,wec4448,5607,46873,28835
LisaAsh231744,DonaldJTrumpJr,30548,74047,51975
smith51tracy,morningmika,25961,73152,52045
JunietaMayra,morningmika,26705,30862,51301
Susanschuster2,morningmika,26400,68342,51606
mterr337,ArizonaStation,8,57739,75472
Carol77487702,ScottPresler,6076,55564,47375
Veronic67335658,DonaldJTrumpJr,30550,58910,51975
DiChristine,ApoloOhno,608,63155,24837
ByrdEileen,VehementRedhead,9730,71788,74586
BryanHorsey,HawleyMO,1242,16233,59960
mwatson536,morningmika,26403,65239,51606
DJLOK,kirstiealley,43,26987,72737
Adam_OClay,8ly_American,740,70073,49435
WrestleJackNYC,lizlibra1009,18354,12312,83424
stackofheaps,HawleyMO,1244,30954,59960
RussLove1,HawleyMO,1244,4956,59960
mattya5419,Dehneh1,60590,80960,1611
lauracgilleslil,ericbegy,9538,19993,9141
cubsfuture2,HawleyMO,1245,38992,59960
truth_leah,HawleyMO,1245,75577,59960
stanick_richard,EliseStefanik,75770,85458,29674
kevingordonmuzk,morningmika,25966,69011,52045
MelissaUSAIs1,kirstiealley,46,13584,72737
2_bluestarmom,HawleyMO,1246,20211,59960
DorthyRSlot,morningmika,26711,69996,51301
LetterTfsa,DonaldJTrumpJr,30556,62007,51975
mikitkebede,morningmika,26712,63555,51301
danielevan_evan,TheSheilaG2020,17031,55108,68397
CJClarke,kramerreport,40,3352,4106
fjcamm1946,EliseStefanik,75773,70109,29674
laurieseasoning,morningmika,26409,10290,51606
DaleBruce62,HawleyMO,1249,55476,59960
GlennLittle5,HawleyMO,1249,68343,59960
SenoritaWallst,EMPRESSROOTSGAL,14211,80817,73449
GodWinksAreReal,HawleyMO,1250,71743,59960
Johnath27606910,morningmika,26715,60713,51301
Roy38417793,HawleyMO,1251,80068,59960
ChasWmAlbright,ShannonFreshour,7439,69806,61013
packersfan77777,kirstiealley,51,73421,72737
arachneale,morningmika,26411,5290,51606
jconnors55,HawleyMO,1252,64362,59960
GiovanniBitont4,HawleyMO,1252,53296,59960
Esther87068907,ScottPresler,6087,5001,47375
Wyntre999,HawleyMO,1253,5816,59960
brodgers01,HawleyMO,1254,8254,59960
birdy9937,RyanBlazik55,64314,180,15118
Lisalovessports,dbongino,32880,15458,62169
NameisGreen,HawleyMO,1255,82941,59960
deidre_newcomb,HawleyMO,1255,64956,59960
Trumpisgoingdow,Txredhead1108,24506,67255,42002
N2ITIVCapital,HawleyMO,1258,26994,59960
DarthWinston,kirstiealley,58,75666,72737
23Ejs,HawleyMO,1258,74773,59960
RoseParri,HawleyMO,1258,73398,59960
jairo_quezadas,defeat_gop,73523,75278,13632
milfhunter3828,morningmika,26419,6569,51606
CorlessHanson,morningmika,26420,78372,51606
ChellyLongoria,ScottPresler,6096,8105,47375
KevinRayWillis4,orkestratd,460,75766,66539
cforse1500,HawleyMO,1262,23023,59960
wood_luce,HawleyMO,1264,58392,59960
BernyTx,Junkyard_D,9416,20141,86145
RonSchuck1,morningmika,26730,64868,51301
dkzolli,morningmika,26730,62206,51301
exofalosaphizer,HawleyMO,1267,64782,59960
APACHEMAGA,larrykelly64,111,67437,72665
formlessworld,HawleyMO,1267,18781,59960
mindfulone1500,DanielNewman,23407,78961,42856
American_Momma,HawleyMO,1268,16581,59960
HazeDoran,HawleyMO,1268,8108,59960
tonybro92627749,morningmika,25989,66171,52045
GiglioMarilyn,kirstiealley,68,81765,72737
mammunduk,morningmika,26429,86165,51606
lvwelf,EricTrump,27545,14939,53571
MTinMD,morningmika,26734,78045,51301
JoanneWT09,SmashingAmps,12999,65756,71452
sassybutterflye,Liz_Wheeler,65583,70018,22683
jkg_mtl,morningmika,26736,8625,51301
MARILYN19556,xokendaldee,5377,77968,75360
JForbes44140618,Baby50s,27505,56921,61051
JoSchlimgen,dbongino,32898,7225,62169
ldb4evermycrew,HawleyMO,1273,59420,59960
gashleyallen,EricTrump,27549,11838,53571
RealMTrombley,ShannonFreshour,7461,27512,61013
Dogbert_Catbert,HawleyMO,1275,63187,59960
GregorySherry5,ScottPresler,6110,24640,47375
Godzill14495124,Baby50s,27508,24771,61051
bamaracegirl1,kirstiealley,75,63282,72737
flm22,misterhite1,22810,60008,45314
bemnetzegeye26,nigigebi,26502,12212,66891
PaulaUrcheck,HawleyMO,1278,84713,59960
GVRon,HawleyMO,1278,24105,59960
RobynWi62506796,michaeljknowles,315,2774,59587
LeCoqGrand,morningmika,26744,4063,51301
StacyShafer6,kirstiealley,80,4993,72737
DCowboysFan20,kirstiealley,80,75348,72737
rumbagal,kirstiealley,80,22574,72737
defeatcovid19n1,morningmika,26441,21093,51606
annettewalls,Mgreaze,22123,31915,23277
twiggyoh,ScottPresler,6117,17503,47375
JunietaMayra,morningmika,26443,30905,51606
hmmngbrd508,kirstiealley,84,72023,72737
tirebob,Trumpitis1,52,19707,82429
amdorgan,LeoWicks1434,3925,26249,64900
timad_IN,ohioforq,19376,32946,35714
Patrick56076728,andy3herbert,23869,71432,60912
mascauxanne,HawleyMO,1286,77190,59960
Lady1776,HawleyMO,1286,15411,59960
TraceTrance,HawleyMO,1286,48744,59960
mammunduk,_ReaalAmerican_,16747,86182,61156
jbuginas,morningmika,26008,13540,52045
azpa2017,morningmika,26447,1827,51606
snowlady09,kirstiealley,87,19431,72737
Rena0103162186,HawleyMO,1288,21990,59960
AwokePatriot17,HawleyMO,1288,81736,59960
JForbes44140618,BershodM,14496,56938,53205
Radonc04,PhilippeReines,85574,70652,23668
kellie_doty,HawleyMO,1290,10324,59960
Sharon44927960,morningmika,26755,62138,51301
dgougler,covfefe2020Q,26160,71438,57461
FlyingF14014214,HawleyMO,1290,2261,59960
TraderTorchia,HawleyMO,1291,56209,59960
TommyKarate3,kirstiealley,92,66845,72737
Adam_OClay,BrascoVinnie,770,70124,54730
AquariusRising2,Liz_Wheeler,65607,57829,22683
marketman52,morningmika,26759,8073,51301
GVRon,MarkDice,711,24122,82809
NuritBaytch,NuritBaytch,41,4820,4779
donnambarkertn,HawleyMO,1297,36973,59960
jansmitede,HawleyMO,1297,38020,59960
jchristian61,SebGorka,20324,82590,83099
ZieglerArnold,kramerreport,91,21844,4106
Worldgoneweirde,kramerreport,91,46,4106
juliew38138,dbongino,32923,17057,62169
Sharon44927960,_ReaalAmerican_,18312,62147,59604
thomaspalmer02,morningmika,26459,78678,51606
neelyvegaslaw,morningmika,26765,85724,51301
LowtalkerRita,EricTrump,27576,75163,53571
Cupcakeracing,ShannonFreshour,7488,70772,61013
AptManagerGuy,morningmika,26765,56290,51301
ellisreyes,DonaldJTrumpJr,30610,53647,51975
AlversonTeresa,JohnIQSimeon,16822,60700,54609
Esteban5750,DonaldJTrumpJr,30610,63104,51975
Patrick56076728,redviolet1458,22698,71447,73146
stanick_richard,EricTrump,27578,85515,53571
sheri_bevill,EricTrump,27578,84281,53571
Adam_OClay,VerzierNewman,832,70132,27503
Kimbra51819495,DonaldJTrumpJr,30611,80247,51975
pepitobarcelona,HawleyMO,1302,26450,59960
james_minkey,lfisher314,30637,86035,84160
KrisNoel65,mommasaysobama,20764,64815,60506
trish30138790,morningmika,26463,15513,51606
SkilledServ,kirstiealley,104,45,72737
MichaelWMassey,morningmika,26769,74346,51301
katsund4,mrszac65,23522,16124,78793
beckola01,morningmika,26771,11755,51301
Donna78700883,TruthAnJustice5,6502,55061,63988
Teresa63357655,xokendaldee,5414,11845,75360
Boyd_2650,beth2_k3a,7824,74260,65451
CalFactCheck,FAAjimmy,143,9095,20144
Leonard64360246,SebGorka,20336,60812,83099
Sharon44927960,sandibachom,20459,62157,66484
kay4Trump,kirstiealley,109,72296,72737
Trump4514,HawleyMO,1310,85461,59960
StacyLStiles,michaeljknowles,347,17105,59587
trinketchase,BiloFlorida,69085,75530,11313
prb456,HawleyMO,1310,85409,59960
Lisa_LetMeBMe,acnewsitics,19582,78856,68650
SempOfLove,JulieNBCNews,1520,63549,21354
rickcowboy12,donwinslow,4049,5382,58133
XRZ1138,ScottPresler,6146,68085,47375
LeBonTravel,TheSheilaG2020,17096,79197,68397
Adam_OClay,check_gut,836,70142,62192
debluv_78,morningmika,26034,61038,52045
alexkaplan187,RoydYure,18777,56503,26611
jazzyjulie58,superyayadize,37782,60108,38389
trinketchase,Crash4light,45558,75533,49897
JennyAnsardi,HawleyMO,1315,20009,59960
HillMbhill63,HawleyMO,1315,74037,59960
BonAirLady,HawleyMO,1315,15496,59960
ynotinvest,BarkeryBed,1043,82645,3487
real_Stephanie,HawleyMO,1315,727,59960
gehouhun,HawleyMO,1316,51595,59960
flatrockflower,covfefe2020Q,26186,14615,57461
costacheTod,EliseStefanik,75841,81447,29674
rollypoly31,JennaEllisEsq,7645,66144,61101
mbella420,kirstiealley,117,3744,72737
deepblueblooded,ShannonFreshour,7505,46951,61013
Intrepid33,DanielNewman,23457,64834,42856
GreenSat1,kirstiealley,119,13206,72737
LucidTF,STOPTHiS,25995,18445,52696
SkullyBill,kramerreport,112,14884,4106
Qymous1,HawleyMO,1320,32147,59960
flatrockflower,Stephe96,5061,14620,52798
ChristinePolon1,Pnthii,2173,57277,3059
LauritsenKelly,Liz_Wheeler,65635,62954,22683
TMW_2_LATE,ShannonFreshour,7510,5725,61013
tbt_mtbw,cvpayne,67570,58941,32849
gregsart,RobAnderson2018,13323,67764,54335
allison_mclay,morningmika,26484,65925,51606
amdorgan,JonathanFalcons,9652,26289,71907
Rich1brat2,morningmika,26484,8832,51606
_pcantagonista,HawleyMO,1325,71558,59960
Clm58238067,SebGorka,20352,85910,83099
donaldpirl,DonaldJTrumpJr,30634,47945,51975
realbevscheer,morningmika,26486,16961,51606
Adam_OClay,HeatherHay16,799,70157,13414
snarkybeach,kramerreport,122,85720,4106
Kitkat05183964,RebeccaBarr214,2694,74894,75120
angela_dutcher,CityMitch93,2877,20355,13383
steve55709008,Pnthii,2182,71712,3059
NickMazza25,PatriotsPundit,21605,67177,1590
mammunduk,boco20,26203,86229,47472
StaceyJ61750817,HawleyMO,1334,4340,59960
Viotherm,morningmika,26799,67502,51301
LincheGSD,Liz_Wheeler,65647,58426,22683
Jim_Bob_Pete,kirstiealley,135,16246,72737
Not_A_Hostage17,HawleyMO,1335,77898,59960
begonetrump,PinkyD124,802,5695,19147
Beverly21811568,RoydYure,382,15746,45029
urokimtwo,PinkBelgium,8891,79343,72183
GodBlessUSA316,AdrianaCohen16,1989,13972,78274
carminelbo,matt_burnsworth,85160,14354,66042
spookeomp,ophelia216,10673,60190,14487
Mstonge70,HawleyMO,1338,27914,59960
kellysangels8,superyayadize,37807,65885,38389
BooBooNyc,HawleyMO,1338,66271,59960
truth_leah,EliseStefanik,75863,75670,29674
addie_1122,lizlibra1009,18448,83966,83424
kramerreport,CJClarke,72,4239,3373
cidmas,DonaldJTrumpJr,30649,80345,51975
Adam_OClay,TraderDoc69,977,70171,48175
kerkozer,MarkDice,757,1325,82809
notkristinj,notkristinj,6,72857,72851
HELEN88811,Project_Veritas,80155,43569,85885
limpinaround,morningmika,26501,8633,51606
Spector2019,ScottPresler,6176,59447,47375
DonnaLange12,EricTrump,27618,16929,53571
mrsean2k,HawleyMO,1342,28536,59960
carminelbo,SonicDeanBoom,59426,14360,36593
TazKHC,morningmika,26807,61679,51301
patriot1USAF,HawleyMO,1343,2808,59960
Moemc8,DonaldJTrumpJr,30652,11497,51975
patriciayeatman,morningmika,26808,82811,51301
digino69,EliseStefanik,75868,11715,29674
JimAshbrook,morningmika,26808,13337,51301
mattshaul45,HawleyMO,1344,15888,59960
AlzCareLabs,HawleyMO,1345,6381,59960
Beverly21811568,_ReaalAmerican_,2789,15755,75173
NickDiSaronno18,HawleyMO,1347,73495,59960
imoisilis,MarkDice,763,78316,82809
Dwlbok,HawleyMO,1345,34903,59960
mditt1129,acnewsitics,19621,81440,68650
VasiloffJoe,morningmika,80906,1233,83609
doodledawn,morningmika,26815,52685,51301
spear2012,ScottPresler,6185,26722,47375
jjggrr7508,RoydYure,396,66270,45029
dawn_of_america,kirstiealley,150,77624,72737
heyk1967,Graenni,5340,12776,39807
EJPIAm,kirstiealley,151,13832,72737
HFT_Daddy,HawleyMO,1351,4578,59960
RealKarenDennis,HawleyMO,1351,23206,59960
flamethrower82,morningmika,26511,84530,51606
Beverly21811568,_ReaalAmerican_,2784,15762,75185
bikidekadeka,rahulroushan,16418,19484,70926
BugKlr,TruthAnJustice5,6549,62808,63988
DeplorableMi17,Pnthii,2205,67788,3059
JasonRennard,michaeljknowles,391,15496,59587
StclairJoan,michaeljknowles,392,8523,59587
Lisa52454280,morningmika,26515,4105,51606
CasualtyWar,michaeljknowles,392,52430,59587
amdorgan,clearandprezent,2107,26321,81224
flamethrower82,ScottPresler,6191,84535,47375
Adam_OClay,mperezoceguera,1252,70187,6542
irishgalartist,JulieNBCNews,1567,17129,21354
gregsart,Archivist1000,1039,67799,51671
bittnerse,HawleyMO,1358,28737,59960
MacBreezyGirl1,kirstiealley,159,6952,72737
SonicMcParitoti,HawleyMO,1359,79320,59960
DianeTylerSmit2,ScottPresler,6194,61531,47375
DaleBow54243415,kramerreport,152,30063,4106
Beverly21811568,ResisterDude,4961,15770,25028
I_am_the_Impala,mishacollins,3496,3432,52667
imoisilis,Mario_TrumpMUFC,920,78329,8362
16221113Q,HawleyMO,1361,72503,59960
flamethrower82,covfefe2020Q,26232,84541,57461
EmileGagnon8,tweetjess3,10510,4711,10488
RandyBillSmith2,morningmika,26522,82689,51606
Esther87068907,beth2_k3a,7878,5111,65451
Pedie58893911,restartleader,77489,65489,1589
sutty59,PersistentOne3,182,84628,12405
mditt1129,ShannonFreshour,7551,81454,61013
LucidTF,beth2_k3a,7879,18489,65451
beckybellamy,HawleyMO,1363,79179,59960
shortlady42,HawleyMO,1363,53042,59960
pattygogo,morningmika,26521,16355,51606
blairpg77,HawleyMO,1364,77913,59960
arseylayer,kirstiealley,165,8483,72737
TakamitsuSaigo,kramerreport,158,46349,4106
DebbieJune99,HawleyMO,1366,60215,59960
nona_kilgore,LahavHarkov,22999,52033,4209
ColleenHenley,morningmika,26831,64429,51301
amendmint,kirstiealley,167,7152,72737
zorn17,HawleyMO,1367,58560,59960
dgraville,morningmika,26527,7656,51606
jimbobwey,HawleyMO,1368,70738,59960
munchies2930,kirstiealley,168,16823,72737
XRZ1138,blondevipor,8451,68142,51216
frfun0101,Dogeebaby,19,27979,60606
TSMDLLC,kirstiealley,171,80959,72737
ChicTrumpster,ScottPresler,6207,16083,47375
Spector2019,jensmith627,5478,59478,71940
owsh,somebadideas,14180,81900,22814
ItsOverNowOk,tribelaw,11363,71667,84178
CalBrownBear,donwinslow,4111,63221,58133
LadyofFe,DwightJokem,2408,72954,85247
Adam_OClay,JonDou14,739,70204,15075
AsYouWere5,DonaldJTrumpJr,30683,83112,51975
NunnariJohn,HawleyMO,1374,25889,59960
Beverly21811568,Nancy63161899,897,15785,83183
covidCNN,HawleyMO,1375,4970,59960
catzenkid,acosmicillusion,141,11782,59476
paularitchie3,HawleyMO,1376,82679,59960
EllyMadden49,TheTNHoller,7605,26328,86249
LohrJlblohr,morningmika,26842,68783,51301
imoisilis,Mario_TrumpMUFC,572,78346,8727
Ronnie65487935,EricTrump,27653,36127,53571
cmontagalong,MarkoSilberhand,22597,61051,74644
RobertKaminoski,HawleyMO,1379,9498,59960
_REAL_ity_,DonaldJTrumpJr,30688,67946,51975
danky1465,DonaldJTrumpJr,30689,5667,51975
Ironfinn1979,DonaldJTrumpJr,30689,73991,51975
bjpronk,DonaldJTrumpJr,30690,70840,51975
catwiit,morningmika,26847,69486,51301
Smithville3316,kirstiealley,182,85266,72737
MS7XWDC,HawleyMO,1382,6691,59960
robinandmichael,ScottPresler,6218,67478,47375
mammunduk,OnlineDetective,16145,86279,2609
DavidSa70218490,kirstiealley,183,74883,72737
XT52017white,morningmika,26543,5613,51606
hbquinn,Relic_USA,45878,8477,51580
FMcfrog,morningmika,26545,9010,51606
SandiAnthony1,morningmika,26545,81061,51606
gtaylor0406,kirstiealley,185,10507,72737
CynthiaMcGrath6,RitaPanahi,70544,79115,73856
Beverly21811568,ZemanLynnZ,1527,15796,63704
KBASH73,HawleyMO,1387,57764,59960
knsh55a,morningmika,26548,60973,51606
MedigapChoices,Debber66,60199,79702,52795
XRZ1138,covfefe2020Q,26258,68162,57461
judyk34,DonaldJTrumpJr,30697,67937,51975
Blonde193,beth2_k3a,7904,7549,65451
12Tulip3,kirstiealley,190,76727,72737
Thomas_S_Veil,morningmika,26551,64096,51606
JancoBoy,dbmac17,5187,40773,49229
Beverly21811568,ResisterDude,5168,15802,24853
Adam_OClay,_Tim_Knight,995,70222,6864
samelmo1,kramerreport,186,85408,4106
cmontagalong,MomSkelton,67468,61065,17842
LegalLionTN,LindaBorland5,178,66555,80274
PeterPhoban,EricTrump,27669,70071,53571
daisydew123,HawleyMO,1393,48930,59960
AnthemRespect,ScottPresler,6229,82206,47375
NoDaTeddi,kirstiealley,194,44904,72737
Gekdorp,Odd_Longfellow,9415,83888,81961
friarman24,EricTrump,27671,9348,53571
CoralReef84,TraciLN1164,42,11505,21792
JohnCBranca1,morningmika,26861,79872,51301
lynnsweat1,kirstiealley,197,79004,72737
twiggyoh,chesleydohl,7349,17619,82754
2_bluestarmom,MarkDice,815,20364,82809
lattacrew1,EricTrump,27675,79111,53571
Alan_R_Mercurio,kirstiealley,200,2917,72737
Adam_OClay,shaymeyer40,1377,70230,13626
PatrioticDan,RWTrollPatrol,19122,70367,71076
SimplyMariaC,morningmika,26560,82778,51606
Writernan11,HawleyMO,1400,32201,59960
jwalwilson,kirstiealley,200,23878,72737
AlexWY18,ScottPresler,6236,36372,47375
ShoffKim,morningmika,26561,25163,51606
Beverly21811568,DougSha44869139,4766,15811,3325
killa_cam214,HawleyMO,1402,60520,59960
ZiaPatriot2020,kirstiealley,202,25605,72737
RikerAndrew,cosper_jr,2485,65830,71960
fourgooddogs,kirstiealley,202,19444,72737
SenoritaWallst,thewickedwitch1,26151,80970,40795
topgolf46,chesleydohl,7354,7352,82754
MizuRyu9,HawleyMO,1403,50381,59960
JBB4768,HawleyMO,1404,15376,59960
Rylanjames8,beth2_k3a,7920,79843,65451
Flgirl722,SebGorka,20431,32444,83099
LanciaHopkins4,RWTrollPatrol,19127,1326,71076
Stand4TruthNow,beth2_k3a,7921,64893,65451
ChrisH0101,HawleyMO,1406,81683,59960
outdoorwlp,ShannonFreshour,7594,3661,61013
Mycrittersmom,morningmika,26566,83741,51606
jthurm2,kirstiealley,206,64613,72737
andeboer1,morningmika,26871,23567,51301
Charlos79,Liz_Wheeler,65719,72532,22683
